age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y;y_binary;predicted_prob
34;entrepreneur;married;tertiary;no;355;yes;no;unknown;16;may;261;1;-1;0;unknown;no;0;0.0897227872838645
24;blue-collar;married;secondary;no;204;yes;yes;cellular;17;apr;229;3;-1;0;unknown;no;0;0.0585019182876607
41;management;married;tertiary;no;10758;yes;no;cellular;1;jun;288;1;-1;0;unknown;no;0;0.134032810941979
40;management;married;tertiary;no;5;yes;no;cellular;18;nov;219;3;-1;0;unknown;no;0;0.0688832303735492
45;technician;single;secondary;no;410;yes;no;unknown;30;may;891;4;-1;0;unknown;yes;1;0.445313211561831
36;management;married;tertiary;no;605;yes;no;unknown;26;may;204;1;-1;0;unknown;no;0;0.0766776222108215
53;management;married;tertiary;no;4;no;no;unknown;20;jun;19;6;-1;0;unknown;no;0;0.0305015180285489
23;student;single;secondary;no;8494;no;no;cellular;25;aug;158;2;-1;0;unknown;no;0;0.0609312885849738
42;entrepreneur;married;primary;no;198;yes;no;unknown;8;may;314;1;-1;0;unknown;no;0;0.116794171533267
48;blue-collar;married;secondary;no;841;yes;no;unknown;19;may;215;1;-1;0;unknown;no;0;0.0926645396900052
34;management;married;tertiary;no;8;no;no;cellular;25;aug;169;4;-1;0;unknown;no;0;0.0488858226384328
36;admin.;married;secondary;no;470;yes;no;cellular;31;jul;101;4;-1;0;unknown;no;0;0.040169256619604
43;retired;married;secondary;no;520;yes;no;unknown;20;may;15;13;-1;0;unknown;no;0;0.013075614750588
36;blue-collar;married;secondary;no;439;yes;no;unknown;21;may;260;5;-1;0;unknown;no;0;0.0624984403481334
49;blue-collar;married;secondary;no;-454;yes;no;cellular;14;may;558;1;-1;0;unknown;yes;1;0.255437787715697
55;retired;married;secondary;no;466;no;no;unknown;17;jun;287;4;-1;0;unknown;no;0;0.0952852926647426
53;retired;married;secondary;no;665;yes;no;cellular;22;apr;371;2;-1;0;unknown;yes;1;0.146407734597394
42;technician;married;secondary;no;994;yes;no;cellular;11;aug;149;1;78;5;failure;yes;1;0.0694456509132215
45;admin.;married;secondary;no;5346;yes;yes;unknown;21;oct;187;1;-1;0;unknown;yes;1;0.090324644652013
31;blue-collar;married;secondary;no;1243;yes;no;unknown;21;may;32;1;-1;0;unknown;no;0;0.0408239082871751
32;admin.;married;tertiary;no;0;yes;no;unknown;5;may;138;1;-1;0;unknown;no;0;0.0576424787070956
36;blue-collar;married;secondary;no;2357;yes;no;unknown;17;jun;228;2;-1;0;unknown;no;0;0.0785250217198654
56;retired;married;secondary;no;1044;no;no;telephone;3;jul;353;2;-1;0;unknown;yes;1;0.144575937934108
46;admin.;married;secondary;no;1069;yes;no;unknown;8;may;45;2;-1;0;unknown;no;0;0.0466728777502593
41;housemaid;single;secondary;no;231;no;no;cellular;9;jul;76;2;-1;0;unknown;no;0;0.0477062693789436
31;admin.;married;secondary;no;0;yes;yes;unknown;6;may;144;2;-1;0;unknown;no;0;0.0526414826724589
32;technician;married;secondary;no;266;yes;no;cellular;19;aug;168;2;-1;0;unknown;no;0;0.0581974093314628
38;management;married;tertiary;no;-70;yes;no;cellular;30;jan;140;1;2;3;other;no;0;0.0625050708905756
49;retired;single;primary;no;25824;no;no;unknown;17;jun;94;1;-1;0;unknown;no;0;0.111319210369007
46;management;single;primary;no;538;no;no;unknown;17;jun;118;3;-1;0;unknown;no;0;0.0535409843970343
29;technician;single;secondary;no;534;yes;no;cellular;18;may;382;1;-1;0;unknown;no;0;0.125023632990398
36;admin.;married;unknown;no;2323;no;no;cellular;19;nov;111;1;-1;0;unknown;no;0;0.0584656578150127
38;admin.;married;secondary;no;1852;yes;no;cellular;15;may;298;2;-1;0;unknown;no;0;0.100008919769715
53;technician;married;secondary;no;2647;yes;no;unknown;30;may;121;1;-1;0;unknown;no;0;0.0754152180797446
43;management;married;tertiary;no;2767;yes;no;unknown;15;may;317;7;-1;0;unknown;no;0;0.0717983988579813
41;management;married;tertiary;no;176;yes;yes;unknown;5;may;42;1;-1;0;unknown;no;0;0.0468395701051544
42;management;single;secondary;no;9720;no;no;cellular;5;aug;81;2;-1;0;unknown;no;0;0.0615096141240322
55;blue-collar;divorced;secondary;no;1613;yes;no;cellular;3;apr;296;1;270;3;failure;yes;1;0.132687040983255
39;admin.;divorced;secondary;no;2903;yes;yes;telephone;25;jul;259;2;-1;0;unknown;no;0;0.0913460375465785
30;admin.;single;secondary;no;81;yes;no;cellular;6;aug;121;6;112;3;other;no;0;0.0322766514421728
41;blue-collar;married;secondary;no;780;yes;no;cellular;15;may;432;3;-1;0;unknown;no;0;0.141011596225574
44;unemployed;married;tertiary;no;178;no;no;cellular;8;aug;126;2;-1;0;unknown;no;0;0.058669509398928
58;management;married;tertiary;no;299;no;no;cellular;16;jul;120;4;-1;0;unknown;no;0;0.0565867813687059
35;retired;married;primary;no;285;yes;no;cellular;29;jan;136;1;-1;0;unknown;no;0;0.0598721621215193
27;blue-collar;married;secondary;no;872;yes;no;cellular;17;apr;1130;3;-1;0;unknown;no;0;0.625121346523914
34;services;married;secondary;no;1337;no;no;cellular;17;dec;330;2;127;3;success;yes;1;0.104422969250009
25;services;married;secondary;no;72;yes;no;cellular;23;jul;305;2;-1;0;unknown;no;0;0.0838262413775808
36;blue-collar;married;secondary;no;0;no;no;unknown;20;jun;332;3;-1;0;unknown;no;0;0.0951348335475873
38;blue-collar;married;secondary;no;-388;yes;no;unknown;9;may;412;1;-1;0;unknown;no;0;0.149311164009899
30;admin.;married;secondary;no;11;yes;no;cellular;11;may;157;1;-1;0;unknown;no;0;0.0599404176527766
47;blue-collar;divorced;secondary;yes;-535;yes;no;cellular;30;jul;71;2;-1;0;unknown;no;0;0.0497283491762896
41;services;divorced;secondary;no;787;yes;no;cellular;8;may;297;2;-1;0;unknown;no;0;0.100925557702892
36;management;single;tertiary;no;3343;no;no;cellular;18;nov;307;1;-1;0;unknown;no;0;0.114018555892404
63;entrepreneur;married;secondary;no;3904;no;no;telephone;4;aug;250;2;187;2;success;yes;1;0.121146443328052
23;management;single;tertiary;no;736;yes;no;cellular;30;apr;119;1;-1;0;unknown;no;0;0.0490327765722583
32;management;married;tertiary;no;1390;no;no;cellular;7;aug;116;2;-1;0;unknown;no;0;0.0500963949893009
57;retired;married;primary;no;808;no;no;telephone;7;jul;274;1;-1;0;unknown;no;0;0.12460109572872
48;management;married;tertiary;no;1147;no;no;cellular;5;aug;389;1;64;2;success;yes;1;0.161165504394558
49;services;married;secondary;no;1122;no;no;cellular;4;aug;143;1;-1;0;unknown;no;0;0.0745114194190854
50;technician;married;secondary;no;-568;yes;yes;unknown;28;may;860;2;-1;0;unknown;no;0;0.480062489122034
33;blue-collar;married;primary;no;1165;yes;no;unknown;21;may;420;2;-1;0;unknown;no;0;0.136594541289984
53;services;divorced;secondary;no;-905;yes;no;unknown;28;may;213;1;-1;0;unknown;no;0;0.0940555629900612
30;unemployed;married;tertiary;no;0;yes;no;cellular;18;nov;756;1;-1;0;unknown;no;0;0.353491467453485
38;technician;married;secondary;no;740;no;no;cellular;7;aug;259;3;-1;0;unknown;no;0;0.0780612340574517
44;management;married;secondary;no;8262;yes;no;cellular;23;jul;201;16;-1;0;unknown;no;0;0.0227148369369271
39;admin.;single;secondary;no;14;yes;yes;unknown;13;may;19;9;-1;0;unknown;no;0;0.0187157747782411
45;technician;single;unknown;no;7108;yes;yes;cellular;18;nov;53;1;172;3;failure;no;0;0.0602912631684972
36;blue-collar;married;secondary;no;1049;yes;no;cellular;14;may;224;4;-1;0;unknown;yes;1;0.0619274380636771
38;blue-collar;married;secondary;no;0;yes;no;cellular;13;may;57;5;349;1;other;no;0;0.0316613694044055
36;housemaid;married;secondary;no;419;yes;no;unknown;30;may;251;1;-1;0;unknown;no;0;0.0891230075907563
30;management;single;tertiary;no;726;yes;no;cellular;16;apr;39;1;342;3;failure;no;0;0.0407741311251512
28;technician;divorced;tertiary;no;594;yes;yes;unknown;18;jun;54;3;-1;0;unknown;no;0;0.034134598067937
26;unemployed;married;tertiary;no;454;yes;yes;unknown;23;may;28;18;-1;0;unknown;no;0;0.00650794195466553
54;unknown;married;secondary;no;2206;no;no;cellular;12;nov;104;1;99;2;other;yes;1;0.071431597409427
38;admin.;married;tertiary;no;1988;no;no;cellular;27;mar;164;2;130;2;failure;yes;1;0.0644949364412279
32;technician;single;tertiary;no;0;no;no;cellular;7;aug;268;2;-1;0;unknown;no;0;0.0807782285110491
50;admin.;divorced;secondary;no;202;no;yes;cellular;17;nov;148;1;-1;0;unknown;no;0;0.0750916898161298
43;blue-collar;married;secondary;no;667;yes;no;unknown;7;may;228;3;-1;0;unknown;no;0;0.0748302458029787
48;admin.;married;secondary;no;112;no;no;cellular;18;aug;139;5;-1;0;unknown;no;0;0.0479291103484926
57;housemaid;married;primary;no;50;no;no;cellular;18;aug;89;3;-1;0;unknown;no;0;0.0551735375926541
64;housemaid;married;primary;no;768;no;no;cellular;15;jul;250;2;182;1;success;no;0;0.114396499299197
26;services;divorced;secondary;no;74;yes;no;unknown;23;may;106;6;-1;0;unknown;no;0;0.0290736126334251
33;blue-collar;married;secondary;no;661;yes;no;cellular;18;jul;968;1;-1;0;unknown;yes;1;0.553248436678525
50;self-employed;married;secondary;no;3025;no;yes;cellular;6;aug;168;3;-1;0;unknown;no;0;0.0706427414013384
47;self-employed;married;tertiary;no;751;no;no;cellular;24;jul;408;14;-1;0;unknown;no;0;0.0493445252023958
39;management;single;tertiary;no;416;no;no;cellular;23;oct;56;4;-1;0;unknown;no;0;0.0357054973765972
52;services;married;primary;no;14;no;yes;cellular;28;jul;55;5;-1;0;unknown;no;0;0.0377268866594397
31;blue-collar;single;primary;no;-502;yes;no;unknown;29;may;76;4;-1;0;unknown;no;0;0.0337336485695631
50;blue-collar;married;primary;no;0;no;no;cellular;11;aug;72;5;-1;0;unknown;no;0;0.0389707449095271
47;technician;married;secondary;no;599;yes;no;cellular;13;aug;99;3;-1;0;unknown;no;0;0.050908843605659
30;management;single;tertiary;no;-218;yes;no;cellular;27;aug;13;15;-1;0;unknown;no;0;0.00872632442757035
32;technician;single;tertiary;no;1012;no;no;cellular;14;apr;178;1;-1;0;unknown;no;0;0.0675279306013022
36;technician;married;secondary;no;300;no;no;unknown;9;jun;287;1;-1;0;unknown;no;0;0.0999119726169647
46;technician;married;tertiary;no;217;yes;no;cellular;14;may;141;1;346;2;other;no;0;0.0698140691774656
45;management;divorced;tertiary;no;2096;no;no;cellular;21;nov;127;1;100;2;failure;no;0;0.0687380103005105
37;technician;single;secondary;no;0;no;no;cellular;4;aug;69;2;-1;0;unknown;no;0;0.04400170218959
58;housemaid;married;primary;no;5278;yes;no;unknown;4;jun;763;4;-1;0;unknown;no;0;0.405599137353473
59;management;married;tertiary;no;1831;no;no;cellular;17;feb;122;1;92;1;failure;no;0;0.0799945578055303
28;management;married;tertiary;no;1480;yes;no;cellular;18;may;143;1;-1;0;unknown;no;0;0.057704026314089
48;management;married;tertiary;no;7289;yes;no;cellular;2;feb;316;3;-1;0;unknown;no;0;0.122806919790751
55;blue-collar;married;unknown;no;1665;no;no;telephone;30;jul;89;2;-1;0;unknown;no;0;0.0616345652596337
37;blue-collar;single;primary;no;851;yes;no;cellular;15;may;151;1;352;1;failure;no;0;0.0654415219521088
41;management;married;tertiary;no;2885;no;no;cellular;19;nov;40;1;-1;0;unknown;no;0;0.0496197179412613
35;blue-collar;married;secondary;no;137;no;yes;unknown;4;oct;5;1;808;12;failure;no;0;0.038143193562184
34;blue-collar;single;secondary;no;1239;yes;no;cellular;18;jul;90;1;-1;0;unknown;no;0;0.0517378393439468
43;management;single;tertiary;no;146;no;no;cellular;21;nov;50;1;113;5;other;no;0;0.0493508508601441
59;technician;married;secondary;no;1;no;no;cellular;15;apr;159;2;378;3;failure;yes;1;0.0787422316894998
50;blue-collar;divorced;primary;no;-10;no;yes;cellular;10;jul;369;6;-1;0;unknown;no;0;0.0958715046891236
37;technician;married;secondary;no;480;no;no;cellular;22;oct;344;2;182;8;other;yes;1;0.111070271897009
35;technician;married;secondary;no;2789;yes;no;cellular;4;sep;256;2;94;1;failure;no;0;0.0859005882652057
50;technician;single;secondary;no;3897;no;no;cellular;26;oct;298;1;-1;0;unknown;no;0;0.132344727617184
36;technician;divorced;secondary;no;487;no;yes;cellular;11;aug;268;3;-1;0;unknown;no;0;0.077992952541568
41;admin.;married;secondary;no;5110;yes;no;cellular;13;apr;231;1;-1;0;unknown;no;0;0.0987191728759568
28;management;married;tertiary;no;318;yes;no;unknown;27;may;4;4;-1;0;unknown;no;0;0.025752600315609
42;technician;single;tertiary;no;-411;yes;no;cellular;12;may;78;5;292;3;failure;no;0;0.0355165245961452
60;retired;married;secondary;no;4820;no;no;unknown;5;jun;419;1;-1;0;unknown;no;0;0.216089113492104
28;management;single;tertiary;no;4937;yes;no;telephone;13;may;421;3;-1;0;unknown;no;0;0.128159034538476
48;entrepreneur;married;secondary;no;725;no;yes;cellular;10;jul;105;1;-1;0;unknown;no;0;0.0642182666960185
51;entrepreneur;married;tertiary;no;5403;no;no;unknown;6;jun;42;1;-1;0;unknown;no;0;0.0602133916091323
32;technician;married;tertiary;no;4089;no;no;cellular;26;may;114;7;287;3;failure;no;0;0.0322118858950183
35;technician;married;tertiary;no;188;no;no;cellular;26;aug;286;2;-1;0;unknown;no;0;0.0893036062997963
37;technician;married;unknown;no;189;no;no;cellular;1;oct;238;1;107;2;success;yes;1;0.08601209460944
38;blue-collar;divorced;secondary;no;2998;yes;no;unknown;11;jun;91;1;-1;0;unknown;no;0;0.0569452602912927
77;retired;married;secondary;no;610;no;no;cellular;13;aug;766;3;-1;0;unknown;no;0;0.46794525148195
32;management;single;unknown;no;787;no;no;cellular;28;jan;92;1;-1;0;unknown;no;0;0.0502359231719863
43;technician;divorced;secondary;no;167;no;no;cellular;4;aug;211;3;-1;0;unknown;no;0;0.0698981508655662
36;management;single;tertiary;no;243;yes;no;cellular;7;may;160;2;360;3;failure;no;0;0.0595574640250365
29;management;married;tertiary;no;877;no;no;cellular;3;feb;166;3;-1;0;unknown;no;0;0.0511573868110155
32;admin.;single;secondary;no;2817;yes;no;cellular;21;nov;195;1;-1;0;unknown;no;0;0.0745260126959331
41;management;divorced;tertiary;no;4567;yes;yes;cellular;16;jul;106;1;-1;0;unknown;no;0;0.0645490018759056
26;services;single;secondary;no;127;yes;yes;cellular;23;jul;85;3;-1;0;unknown;no;0;0.0366119601518362
34;blue-collar;married;primary;no;176;no;no;cellular;24;jul;78;1;-1;0;unknown;no;0;0.0484258615365492
57;retired;married;tertiary;no;0;yes;yes;unknown;28;may;648;1;-1;0;unknown;yes;1;0.347985838533981
36;services;single;secondary;no;1482;yes;no;cellular;18;nov;177;2;174;1;other;no;0;0.0649230899838293
42;blue-collar;married;secondary;no;3052;yes;no;unknown;27;may;32;1;-1;0;unknown;no;0;0.0491002771274494
35;technician;divorced;secondary;no;56;no;no;cellular;29;aug;24;12;-1;0;unknown;no;0;0.013298871767241
52;entrepreneur;divorced;primary;no;278;yes;no;unknown;7;may;688;2;-1;0;unknown;no;0;0.343251948890173
36;management;single;tertiary;no;3875;yes;no;unknown;27;may;21;5;-1;0;unknown;no;0;0.029897119865963
46;technician;married;secondary;no;-337;yes;no;unknown;27;may;112;1;-1;0;unknown;no;0;0.0625349454112604
60;management;divorced;tertiary;no;366;no;no;cellular;3;jun;593;1;-1;0;unknown;yes;1;0.315244039061224
57;housemaid;married;primary;no;501;yes;yes;cellular;7;aug;59;2;-1;0;unknown;no;0;0.0555796332552431
48;management;married;tertiary;no;998;yes;no;cellular;29;jan;121;3;-1;0;unknown;no;0;0.0560886331488388
59;self-employed;married;primary;no;0;yes;no;telephone;28;jul;97;2;-1;0;unknown;no;0;0.0640418589025535
39;management;married;tertiary;no;246;no;no;cellular;11;aug;86;2;-1;0;unknown;no;0;0.0481324712825252
44;blue-collar;married;secondary;no;-182;yes;yes;cellular;14;may;10;10;-1;0;unknown;no;0;0.0174034912411573
27;management;single;tertiary;no;446;no;no;cellular;23;jun;205;3;-1;0;unknown;no;0;0.056353840161506
59;retired;married;secondary;no;1173;no;no;unknown;9;jun;77;2;-1;0;unknown;no;0;0.0615457844673494
36;technician;divorced;secondary;no;5957;yes;no;cellular;18;nov;138;2;-1;0;unknown;no;0;0.0632438346673295
44;admin.;married;secondary;no;205;no;no;cellular;3;nov;289;1;-1;0;unknown;yes;1;0.110489097561748
50;admin.;married;secondary;no;0;no;no;cellular;4;aug;86;4;-1;0;unknown;no;0;0.0451810546167375
41;management;divorced;tertiary;no;369;yes;no;telephone;22;aug;9;3;-1;0;unknown;no;0;0.0343942415688387
47;admin.;married;secondary;no;1934;no;yes;cellular;14;may;225;1;364;1;failure;no;0;0.0969339546091256
32;technician;single;tertiary;no;259;no;no;cellular;22;jul;407;4;-1;0;unknown;no;0;0.105753991504827
38;blue-collar;married;secondary;no;284;yes;yes;unknown;3;jun;1030;6;-1;0;unknown;no;0;0.493377117407455
55;blue-collar;married;unknown;no;23;no;no;cellular;13;aug;123;2;-1;0;unknown;no;0;0.0664839294079943
38;management;single;tertiary;no;1373;no;no;cellular;22;oct;119;4;-1;0;unknown;no;0;0.0448058684088955
31;management;single;tertiary;no;62;yes;no;cellular;18;may;175;1;293;5;failure;no;0;0.0645686521173026
38;blue-collar;divorced;secondary;no;157;no;no;unknown;9;jun;299;5;-1;0;unknown;no;0;0.0725414036958865
29;unemployed;single;tertiary;no;991;no;no;cellular;5;feb;563;1;-1;0;unknown;no;0;0.216724520319754
55;services;married;secondary;no;186;yes;yes;unknown;9;may;241;1;-1;0;unknown;no;0;0.108087039351706
35;unemployed;married;secondary;no;977;yes;no;cellular;4;may;52;4;91;1;other;no;0;0.0338874278482545
40;self-employed;single;tertiary;no;2893;no;no;cellular;2;jun;76;3;-1;0;unknown;no;0;0.0454422870562399
34;blue-collar;married;secondary;no;1897;yes;yes;cellular;19;nov;441;1;-1;0;unknown;no;0;0.163469316801309
32;technician;single;tertiary;no;5514;no;no;cellular;22;apr;319;1;182;1;success;yes;1;0.118490388857724
33;blue-collar;married;secondary;no;889;yes;no;unknown;18;sep;13;1;373;6;success;no;0;0.0389061946853987
33;management;married;tertiary;no;273;yes;no;unknown;16;may;803;1;-1;0;unknown;yes;1;0.404222863721913
37;admin.;married;secondary;no;1193;no;no;cellular;12;may;396;2;-1;0;unknown;no;0;0.132912142533142
58;management;married;tertiary;no;2729;no;no;unknown;18;jun;188;1;-1;0;unknown;no;0;0.100054747131729
36;admin.;single;secondary;no;0;no;no;cellular;20;apr;637;1;-1;0;unknown;no;0;0.278895190269238
42;blue-collar;married;secondary;no;230;yes;no;unknown;5;jun;175;7;-1;0;unknown;no;0;0.0412580167850852
34;technician;single;secondary;no;2729;yes;no;cellular;6;apr;945;1;139;1;success;no;0;0.548958509043379
35;management;married;tertiary;no;317;yes;no;unknown;23;may;162;3;-1;0;unknown;no;0;0.0537604466042408
60;housemaid;married;primary;no;517;no;no;unknown;12;jun;1178;3;-1;0;unknown;no;0;0.753753530245738
50;management;married;tertiary;no;-470;yes;no;cellular;8;may;506;2;170;3;failure;no;0;0.206287441380458
28;self-employed;single;tertiary;no;4579;no;no;cellular;12;jan;409;2;-1;0;unknown;yes;1;0.134095263991577
27;blue-collar;divorced;secondary;no;1;yes;no;cellular;14;jul;116;3;-1;0;unknown;no;0;0.0411483540814747
37;management;married;tertiary;no;5106;no;no;cellular;30;apr;244;1;-1;0;unknown;yes;1;0.0980731708367834
31;technician;married;tertiary;no;636;yes;no;cellular;4;may;352;4;-1;0;unknown;yes;1;0.0881668955305158
34;services;married;secondary;no;1076;no;no;cellular;12;may;152;1;182;6;success;yes;1;0.0635618565660911
38;management;married;tertiary;no;126;yes;no;unknown;21;may;164;2;-1;0;unknown;no;0;0.0617413572469329
32;self-employed;married;secondary;no;-33;yes;no;unknown;28;may;234;3;-1;0;unknown;no;0;0.0654515891144603
37;technician;married;secondary;no;430;no;no;cellular;27;aug;154;4;-1;0;unknown;no;0;0.0487513885641311
33;admin.;married;secondary;no;-6;yes;no;unknown;7;may;566;2;-1;0;unknown;no;0;0.205980648632734
71;technician;married;tertiary;no;383;no;no;cellular;27;oct;327;2;183;3;success;no;0;0.156333047531469
27;technician;married;secondary;no;130;yes;no;cellular;7;may;265;3;-1;0;unknown;no;0;0.0684509280054063
38;blue-collar;married;primary;no;2569;no;no;unknown;9;jun;172;1;-1;0;unknown;no;0;0.0739769487094425
34;technician;single;secondary;no;201;no;no;cellular;22;jul;257;2;-1;0;unknown;no;0;0.080221070625953
54;retired;divorced;tertiary;no;0;no;no;unknown;13;may;618;1;-1;0;unknown;yes;1;0.315202240526281
30;blue-collar;married;secondary;no;6;yes;no;cellular;28;jan;241;3;-1;0;unknown;no;0;0.0654013577081685
35;entrepreneur;single;secondary;no;475;no;yes;cellular;21;jul;936;4;-1;0;unknown;no;0;0.452368387785914
33;blue-collar;single;secondary;no;706;yes;no;cellular;7;apr;329;1;322;1;failure;no;0;0.111280710327077
36;management;married;secondary;no;1825;yes;no;cellular;14;may;24;1;346;1;failure;no;0;0.0429560133430597
59;self-employed;married;tertiary;no;185;no;no;cellular;22;jun;177;5;138;1;failure;no;0;0.0628121936319631
72;blue-collar;married;primary;no;4415;no;no;telephone;13;oct;120;1;-1;0;unknown;no;0;0.0988527149313716
64;management;married;tertiary;no;679;no;no;telephone;22;apr;135;3;-1;0;unknown;no;0;0.0713887070797231
53;technician;divorced;secondary;no;320;no;no;cellular;9;jul;175;1;-1;0;unknown;no;0;0.0854272109421675
35;management;single;tertiary;no;2988;yes;no;cellular;25;may;179;1;-1;0;unknown;no;0;0.0736506339118009
58;self-employed;married;secondary;no;1407;yes;no;unknown;30;may;58;1;-1;0;unknown;no;0;0.0632035029927786
40;technician;married;secondary;no;1270;no;no;cellular;17;apr;342;2;-1;0;unknown;no;0;0.11640704572432
41;services;divorced;secondary;no;654;yes;no;cellular;13;may;139;2;-1;0;unknown;no;0;0.0596816271957774
48;retired;married;primary;no;5173;yes;no;unknown;18;jun;88;8;-1;0;unknown;no;0;0.0336448213083922
44;entrepreneur;married;tertiary;no;3463;yes;yes;cellular;28;aug;210;3;-1;0;unknown;no;0;0.0761427202948488
39;blue-collar;married;unknown;no;0;no;no;cellular;2;feb;731;1;193;3;failure;no;0;0.360701781461885
61;management;married;tertiary;no;6016;no;no;cellular;2;feb;670;3;-1;0;unknown;yes;1;0.365188312054635
36;entrepreneur;married;primary;no;177;yes;no;unknown;12;may;63;5;-1;0;unknown;no;0;0.0316320185009734
28;management;married;tertiary;no;3694;no;yes;cellular;8;jul;70;2;-1;0;unknown;no;0;0.0429568968488478
58;retired;single;secondary;no;1640;no;yes;cellular;4;feb;72;6;274;4;failure;no;0;0.0406738653067905
60;admin.;divorced;secondary;no;174;yes;no;cellular;15;may;241;1;364;1;failure;no;0;0.114715738159817
66;admin.;single;secondary;no;10177;no;no;cellular;5;may;272;4;-1;0;unknown;no;0;0.128570564065354
36;management;single;tertiary;no;490;no;no;cellular;28;aug;207;8;98;1;failure;yes;1;0.0388166051162205
49;self-employed;married;secondary;no;2576;yes;no;cellular;15;may;64;6;-1;0;unknown;no;0;0.0360184113196189
40;services;married;secondary;no;0;no;no;unknown;12;jun;543;2;-1;0;unknown;no;0;0.207920764780243
23;technician;single;secondary;no;598;no;no;cellular;30;apr;166;1;-1;0;unknown;no;0;0.0573343438202009
29;management;single;tertiary;no;15459;no;no;cellular;26;may;245;3;97;7;success;no;0;0.0934539747068669
44;blue-collar;married;primary;no;271;yes;yes;unknown;9;may;94;1;-1;0;unknown;no;0;0.0582091424534073
54;unknown;married;unknown;no;2508;no;no;unknown;20;jun;34;8;-1;0;unknown;no;0;0.028268327932718
47;blue-collar;married;primary;no;320;no;no;telephone;30;jul;203;2;-1;0;unknown;no;0;0.0790600239108598
33;admin.;married;tertiary;no;640;no;no;cellular;24;jul;318;1;-1;0;unknown;no;0;0.107278830772364
30;self-employed;married;secondary;no;1772;yes;no;cellular;13;apr;158;4;-1;0;unknown;no;0;0.0466496538358477
27;admin.;single;secondary;no;15;no;yes;cellular;21;jul;177;1;-1;0;unknown;no;0;0.0617395551425289
49;management;divorced;tertiary;no;2370;yes;yes;unknown;17;nov;56;1;103;2;other;no;0;0.0573079465406064
27;services;single;secondary;no;201;yes;no;unknown;4;jun;172;2;-1;0;unknown;no;0;0.0552783298327843
51;blue-collar;married;secondary;no;160;yes;no;cellular;7;may;136;1;359;1;failure;no;0;0.0729905549273348
32;admin.;divorced;secondary;yes;5;yes;yes;cellular;18;may;82;3;363;2;other;no;0;0.0390469786446731
30;blue-collar;single;secondary;no;75;yes;no;unknown;16;may;123;1;-1;0;unknown;no;0;0.0535055656886186
33;admin.;married;secondary;no;4902;yes;no;cellular;20;nov;110;1;-1;0;unknown;no;0;0.0596071518572025
27;blue-collar;single;primary;no;-79;yes;no;unknown;30;may;385;5;-1;0;unknown;no;0;0.083658016098686
75;retired;divorced;secondary;no;1341;no;no;cellular;18;dec;415;7;-1;0;unknown;yes;1;0.140294358513153
37;services;divorced;secondary;no;490;yes;no;cellular;2;feb;73;1;-1;0;unknown;no;0;0.0498405385490742
36;technician;single;secondary;no;1521;yes;no;unknown;16;jun;243;2;-1;0;unknown;no;0;0.0809395077272248
37;blue-collar;married;secondary;no;131;yes;no;unknown;9;may;137;2;-1;0;unknown;no;0;0.0556573245014614
35;management;married;tertiary;no;8;yes;no;unknown;23;may;55;4;-1;0;unknown;no;0;0.0334491031847621
32;services;married;secondary;no;-632;yes;yes;cellular;20;apr;18;5;-1;0;unknown;no;0;0.0251615276907367
32;admin.;single;secondary;no;116;no;yes;cellular;16;jul;255;2;-1;0;unknown;no;0;0.0775893014939912
35;admin.;married;primary;no;189;yes;no;cellular;11;may;95;1;-1;0;unknown;no;0;0.0519902580322993
31;blue-collar;married;primary;no;2;yes;yes;cellular;10;jul;112;1;-1;0;unknown;no;0;0.0521132455359742
28;blue-collar;single;secondary;no;4229;yes;yes;cellular;5;may;205;2;-1;0;unknown;no;0;0.0687592791601812
27;services;married;secondary;no;54;yes;no;cellular;18;may;97;1;370;1;failure;no;0;0.0471035565553563
22;student;single;unknown;no;549;no;no;cellular;2;sep;154;1;-1;0;unknown;no;0;0.0542924577585397
35;blue-collar;married;primary;no;298;yes;no;cellular;13;may;135;2;370;2;failure;no;0;0.0541059530969627
69;retired;married;primary;no;579;no;no;cellular;14;aug;230;1;-1;0;unknown;no;0;0.124369854927699
37;entrepreneur;single;tertiary;no;1467;yes;yes;cellular;17;nov;349;1;-1;0;unknown;no;0;0.12640677869747
45;admin.;single;secondary;no;0;yes;no;cellular;8;may;38;1;-1;0;unknown;no;0;0.0484304416541024
47;management;married;tertiary;no;109;yes;no;cellular;22;jul;268;1;-1;0;unknown;no;0;0.106868631454065
52;management;married;tertiary;no;-11;yes;no;cellular;11;may;94;4;-1;0;unknown;no;0;0.0476294080779294
33;services;married;secondary;no;90;yes;no;cellular;28;jul;263;2;-1;0;unknown;no;0;0.0806126292769048
60;blue-collar;married;primary;no;493;no;no;cellular;18;aug;671;4;-1;0;unknown;yes;1;0.30894790893922
33;management;divorced;secondary;no;1897;yes;yes;unknown;2;jun;197;1;-1;0;unknown;no;0;0.0743620978213363
44;admin.;married;secondary;no;2403;yes;no;cellular;28;jan;180;2;-1;0;unknown;no;0;0.0740570051097008
38;entrepreneur;married;secondary;no;868;no;no;cellular;20;nov;452;2;-1;0;unknown;no;0;0.158530411578257
54;entrepreneur;married;secondary;no;653;yes;no;unknown;15;may;352;1;-1;0;unknown;no;0;0.152651747414187
